Dex,Name,Type,Generation,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
0351,Castform Snowy Form,Ice,3,420,70,70,70,70,70,70
0352,Kecleon,Normal,3,440,60,90,70,60,120,40
0353,Shuppet,Ghost,3,295,44,75,35,63,33,45
0354,Banette,Ghost,3,455,64,115,65,83,63,65
0354,Banette Mega Banette,Ghost,3,555,64,165,75,93,83,75
0355,Duskull,Ghost,3,295,20,40,90,30,90,25
0356,Dusclops,Ghost,3,455,40,70,130,60,130,25
0357,Tropius,Grass Flying,3,460,99,68,83,72,87,51
0358,Chimecho,Psychic,3,455,75,50,80,95,90,65
0359,Absol,Dark,3,465,65,130,60,75,60,75
0359,Absol Mega Absol,Dark,3,565,65,150,60,115,60,115
0360,Wynaut,Psychic,3,260,95,23,48,23,48,23
0361,Snorunt,Ice,3,300,50,50,50,50,50,50
0362,Glalie,Ice,3,480,80,80,80,80,80,80
0362,Glalie Mega Glalie,Ice,3,580,80,120,80,120,80,100
0363,Spheal,Ice Water,3,290,70,40,50,55,50,25
0364,Sealeo,Ice Water,3,410,90,60,70,75,70,45
0365,Walrein,Ice Water,3,530,110,80,90,95,90,65
0366,Clamperl,Water,3,345,35,64,85,74,55,32
0367,Huntail,Water,3,485,55,104,105,94,75,52
0368,Gorebyss,Water,3,485,55,84,105,114,75,52
0369,Relicanth,Water Rock,3,485,100,90,130,45,65,55
0370,Luvdisc,Water,3,330,43,30,55,40,65,97
0371,Bagon,Dragon,3,300,45,75,60,40,30,50
0372,Shelgon,Dragon,3,420,65,95,100,60,50,50
0373,Salamence,Dragon Flying,3,600,95,135,80,110,80,100
0373,Salamence Mega Salamence,Dragon Flying,3,700,95,145,130,120,90,120
0374,Beldum,Steel Psychic,3,300,40,55,80,35,60,30
0375,Metang,Steel Psychic,3,420,60,75,100,55,80,50
0376,Metagross,Steel Psychic,3,600,80,135,130,95,90,70
0376,Metagross Mega Metagross,Steel Psychic,3,700,80,145,150,105,110,110
0377,Regirock,Rock,3,580,80,100,200,50,100,50
0378,Regice,Ice,3,580,80,50,100,100,200,50
0379,Registeel,Steel,3,580,80,75,150,75,150,50
0380,Latias,Dragon Psychic,3,600,80,80,90,110,130,110
0380,Latias Mega Latias,Dragon Psychic,3,700,80,100,120,140,150,110
0381,Latios,Dragon Psychic,3,600,80,90,80,130,110,110
0381,Latios Mega Latios,Dragon Psychic,3,700,80,130,100,160,120,110
0382,Kyogre,Water,3,670,100,100,90,150,140,90
0382,Kyogre Primal Kyogre,Water,3,770,100,150,90,180,160,90
0383,Groudon,Ground,3,670,100,150,140,100,90,90
0383,Groudon Primal Groudon,Ground Fire,3,770,100,180,160,150,90,90
0384,Rayquaza,Dragon Flying,3,680,105,150,90,150,90,95
0384,Rayquaza Mega Rayquaza,Dragon Flying,3,780,105,180,100,180,100,115
0385,Jirachi,Steel Psychic,3,600,100,100,100,100,100,100
0386,Deoxys Normal Forme,Psychic,3,600,50,150,50,150,50,150
0386,Deoxys Attack Forme,Psychic,3,600,50,180,20,180,20,150
0386,Deoxys Defense Forme,Psychic,3,600,50,70,160,70,160,90
0386,Deoxys Speed Forme,Psychic,3,600,50,95,90,95,90,180
0387,Turtwig,Grass,4,318,55,68,64,45,55,31
0388,Grotle,Grass,4,405,75,89,85,55,65,36
0389,Torterra,Grass Ground,4,525,95,109,105,75,85,56
0390,Chimchar,Fire,4,309,44,58,44,58,44,61
0391,Monferno,Fire Fighting,4,405,64,78,52,78,52,81
0392,Infernape,Fire Fighting,4,534,76,104,71,104,71,108
0393,Piplup,Water,4,314,53,51,53,61,56,40
0394,Prinplup,Water,4,405,64,66,68,81,76,50
0395,Empoleon,Water Steel,4,530,84,86,88,111,101,60
0396,Starly,Normal Flying,4,245,40,55,30,30,30,60
0397,Staravia,Normal Flying,4,340,55,75,50,40,40,80
0398,Staraptor,Normal Flying,4,485,85,120,70,50,60,100
0399,Bidoof,Normal,4,250,59,45,40,35,40,31
0400,Bibarel,Normal Water,4,410,79,85,60,55,60,71
0401,Kricketot,Bug,4,194,37,25,41,25,41,25
0402,Kricketune,Bug,4,384,77,85,51,55,51,65
0403,Shinx,Electric,4,263,45,65,34,40,34,45
0404,Luxio,Electric,4,363,60,85,49,60,49,60
0405,Luxray,Electric,4,523,80,120,79,95,79,70
0406,Budew,Grass Poison,4,280,40,30,35,50,70,55
0407,Roserade,Grass Poison,4,515,60,70,65,125,105,90
0408,Cranidos,Rock,4,350,67,125,40,30,30,58
0409,Rampardos,Rock,4,495,97,165,60,65,50,58
0410,Shieldon,Rock Steel,4,350,30,42,118,42,88,30
0411,Bastiodon,Rock Steel,4,495,60,52,168,47,138,30
0412,Burmy Plant Cloak,Bug,4,224,40,29,45,29,45,36
0412,Burmy Sandy Cloak,Bug,4,224,40,29,45,29,45,36
0412,Burmy Trash Cloak,Bug,4,224,40,29,45,29,45,36
0413,Wormadam Plant Cloak,Bug Grass,4,424,60,59,85,79,105,36
0413,Wormadam Sandy Cloak,Bug Ground,4,424,60,79,105,59,85,36
0413,Wormadam Trash Cloak,Bug Steel,4,424,60,69,95,69,95,36
0414,Mothim,Bug Flying,4,424,70,94,50,94,50,66
0415,Combee,Bug Flying,4,244,30,30,42,30,42,70
0416,Vespiquen,Bug Flying,4,474,70,80,102,80,102,40
0417,Pachirisu,Electric,4,405,60,45,70,45,90,95
0418,Buizel,Water,4,330,55,65,35,60,30,85
0419,Floatzel,Water,4,495,85,105,55,85,50,115
0420,Cherubi,Grass,4,275,45,35,45,62,53,35
0421,Cherrim,Grass,4,450,70,60,70,87,78,85
0422,Shellos,Water,4,325,76,48,48,57,62,34
0423,Gastrodon,Water Ground,4,475,111,83,68,92,82,39
0424,Ambipom,Normal,4,482,75,100,66,60,66,115
0425,Drifloon,Ghost Flying,4,348,90,50,34,60,44,70
0426,Drifblim,Ghost Flying,4,498,150,80,44,90,54,80
0427,Buneary,Normal,4,350,55,66,44,44,56,85
0428,Lopunny,Normal,4,480,65,76,84,54,96,105
0428,Lopunny Mega Lopunny,Normal Fighting,4,580,65,136,94,54,96,135
0429,Mismagius,Ghost,4,495,60,60,60,105,105,105
0430,Honchkrow,Dark Flying,4,505,100,125,52,105,52,71
0431,Glameow,Normal,4,310,49,55,42,42,37,85
0432,Purugly,Normal,4,452,71,82,64,64,59,112
0433,Chingling,Psychic,4,285,45,30,50,65,50,45
0434,Stunky,Poison Dark,4,329,63,63,47,41,41,74
0435,Skuntank,Poison Dark,4,479,103,93,67,71,61,84
0436,Bronzor,Steel Psychic,4,300,57,24,86,24,86,23
0437,Bronzong,Steel Psychic,4,500,67,89,116,79,116,33
0438,Bonsly,Rock,4,290,50,80,95,10,45,10
0439,Mime Jr.,Psychic Fairy,4,310,20,25,45,70,90,60
0440,Happiny,Normal,4,220,100,5,5,15,65,30
0441,Chatot,Normal Flying,4,411,76,65,45,92,42,91
0442,Spiritomb,Ghost Dark,4,485,50,92,108,92,108,35
0443,Gible,Dragon Ground,4,300,58,70,45,40,45,42
0444,Gabite,Dragon Ground,4,410,68,90,65,50,55,82
0445,Garchomp,Dragon Ground,4,600,108,130,95,80,85,102
0445,Garchomp Mega Garchomp,Dragon Ground,4,700,108,170,115,120,95,92
0446,Munchlax,Normal,4,390,135,85,40,40,85,5
0447,Riolu,Fighting,4,285,40,70,40,35,40,60
0448,Lucario,Fighting Steel,4,525,70,110,70,115,70,90
0448,Lucario Mega Lucario,Fighting Steel,4,625,70,145,88,140,70,112
0449,Hippopotas,Ground,4,330,68,72,78,38,42,32
0450,Hippowdon,Ground,4,525,108,112,118,68,72,47
0451,Skorupi,Poison Bug,4,330,40,50,90,30,55,65
0452,Drapion,Poison Dark,4,500,70,90,110,60,75,95
0453,Croagunk,Poison Fighting,4,300,48,61,40,61,40,50
0454,Toxicroak,Poison Fighting,4,490,83,106,65,86,65,85
0455,Carnivine,Grass,4,454,74,100,72,90,72,46
0456,Finneon,Water,4,330,49,49,56,49,61,66
0457,Lumineon,Water,4,460,69,69,76,69,86,91
0458,Mantyke,Water Flying,4,345,45,20,50,60,120,50
0459,Snover,Grass Ice,4,334,60,62,50,62,60,40
0460,Abomasnow,Grass Ice,4,494,90,92,75,92,85,60
0460,Abomasnow Mega Abomasnow,Grass Ice,4,594,90,132,105,132,105,30
0461,Weavile,Dark Ice,4,510,70,120,65,45,85,125
0462,Magnezone,Electric Steel,4,535,70,70,115,130,90,60
0463,Lickilicky,Normal,4,515,110,85,95,80,95,50
0464,Rhyperior,Ground Rock,4,535,115,140,130,55,55,40
0465,Tangrowth,Grass,4,535,100,100,125,110,50,50
0466,Electivire,Electric,4,540,75,123,67,95,85,95
0467,Magmortar,Fire,4,540,75,95,67,125,95,83
0468,Togekiss,Fairy Flying,4,545,85,50,95,120,115,80
0469,Yanmega,Bug Flying,4,515,86,76,86,116,56,95
0470,Leafeon,Grass,4,525,65,110,130,60,65,95
0471,Glaceon,Ice,4,525,65,60,110,130,95,65
0472,Gliscor,Ground Flying,4,510,75,95,125,45,75,95
0473,Mamoswine,Ice Ground,4,530,110,130,80,70,60,80
0474,Porygon-Z,Normal,4,535,85,80,70,135,75,90
0475,Gallade,Psychic Fighting,4,518,68,125,65,65,115,80
0475,Gallade Mega Gallade,Psychic Fighting,4,618,68,165,95,65,115,110
0476,Probopass,Rock Steel,4,525,60,55,145,75,150,40
0477,Dusknoir,Ghost,4,525,45,100,135,65,135,45
0478,Froslass,Ice Ghost,4,480,70,80,70,80,70,110
0479,Rotom,Electric Ghost,4,440,50,50,77,95,77,91
0479,Rotom Heat Rotom,Electric Fire,4,520,50,65,107,105,107,86
0479,Rotom Wash Rotom,Electric Water,4,520,50,65,107,105,107,86
0479,Rotom Frost Rotom,Electric Ice,4,520,50,65,107,105,107,86
0479,Rotom Fan Rotom,Electric Flying,4,520,50,65,107,105,107,86
0479,Rotom Mow Rotom,Electric Grass,4,520,50,65,107,105,107,86
0480,Uxie,Psychic,4,580,75,75,130,75,130,95
0481,Mesprit,Psychic,4,580,80,105,105,105,105,80
0482,Azelf,Psychic,4,580,75,125,70,125,70,115
0483,Dialga,Steel Dragon,4,680,100,120,120,150,100,90
0483,Dialga Origin Forme,Steel Dragon,4,680,100,100,120,150,120,90
0484,Palkia,Water Dragon,4,680,90,120,100,150,120,100
0484,Palkia Origin Forme,Water Dragon,4,680,90,100,100,150,120,120
0485,Heatran,Fire Steel,4,600,91,90,106,130,106,77
0486,Regigigas,Normal,4,670,110,160,110,80,110,100
0487,Giratina Altered Forme,Ghost Dragon,4,680,150,100,120,100,120,90
0487,Giratina Origin Forme,Ghost Dragon,4,680,150,120,100,120,100,90
0488,Cresselia,Psychic,4,580,120,70,110,75,120,85
0489,Phione,Water,4,480,80,80,80,80,80,80
0490,Manaphy,Water,4,600,100,100,100,100,100,100
0491,Darkrai,Dark,4,600,70,90,90,135,90,125
0492,Shaymin Land Forme,Grass,4,600,100,100,100,100,100,100
0492,Shaymin Sky Forme,Grass Flying,4,600,100,103,75,120,75,127
0493,Arceus,Normal,4,720,120,120,120,120,120,120
0494,Victini,Psychic Fire,5,600,100,100,100,100,100,100
0495,Snivy,Grass,5,308,45,45,55,45,55,63
0496,Servine,Grass,5,413,60,60,75,60,75,83
0497,Serperior,Grass,5,528,75,75,95,75,95,113
0498,Tepig,Fire,5,308,65,63,45,45,45,45
0499,Pignite,Fire Fighting,5,418,90,93,55,70,55,55
0500,Emboar,Fire Fighting,5,528,110,123,65,100,65,65
0501,Oshawott,Water,5,308,55,55,45,63,45,45
0502,Dewott,Water,5,413,75,75,60,83,60,60
0503,Samurott,Water,5,528,95,100,85,108,70,70
0503,Samurott Hisuian Samurott,Water Dark,5,528,90,108,80,100,65,85
0504,Patrat,Normal,5,255,45,55,39,35,39,42
0505,Watchog,Normal,5,420,60,85,69,60,69,77
0506,Lillipup,Normal,5,275,45,60,45,25,45,55
0507,Herdier,Normal,5,370,65,80,65,35,65,60
0508,Stoutland,Normal,5,500,85,110,90,45,90,80
0509,Purrloin,Dark,5,281,41,50,37,50,37,66
0510,Liepard,Dark,5,446,64,88,50,88,50,106
0511,Pansage,Grass,5,316,50,53,48,53,48,64
0512,Simisage,Grass,5,498,75,98,63,98,63,101
0513,Pansear,Fire,5,316,50,53,48,53,48,64
0514,Simisear,Fire,5,498,75,98,63,98,63,101
0515,Panpour,Water,5,316,50,53,48,53,48,64
0516,Simipour,Water,5,498,75,98,63,98,63,101
0517,Munna,Psychic,5,292,76,25,45,67,55,24
0518,Musharna,Psychic,5,487,116,55,85,107,95,29
0519,Pidove,Normal Flying,5,264,50,55,50,36,30,43
0520,Tranquill,Normal Flying,5,358,62,77,62,50,42,65
0521,Unfezant,Normal Flying,5,488,80,115,80,65,55,93
0522,Blitzle,Electric,5,295,45,60,32,50,32,76
0523,Zebstrika,Electric,5,497,75,100,63,80,63,116
0524,Roggenrola,Rock,5,280,55,75,85,25,25,15
0525,Boldore,Rock,5,390,70,105,105,50,40,20
0526,Gigalith,Rock,5,515,85,135,130,60,80,25
0527,Woobat,Psychic Flying,5,323,65,45,43,55,43,72
0528,Swoobat,Psychic Flying,5,425,67,57,55,77,55,114
0529,Drilbur,Ground,5,328,60,85,40,30,45,68
0530,Excadrill,Ground Steel,5,508,110,135,60,50,65,88
0531,Audino,Normal,5,445,103,60,86,60,86,50
0531,Audino Mega Audino,Normal Fairy,5,545,103,60,126,80,126,50
0532,Timburr,Fighting,5,305,75,80,55,25,35,35
0533,Gurdurr,Fighting,5,405,85,105,85,40,50,40
0534,Conkeldurr,Fighting,5,505,105,140,95,55,65,45
0535,Tympole,Water,5,294,50,50,40,50,40,64
0536,Palpitoad,Water Ground,5,384,75,65,55,65,55,69
0537,Seismitoad,Water Ground,5,509,105,95,75,85,75,74
0538,Throh,Fighting,5,465,120,100,85,30,85,45
0539,Sawk,Fighting,5,465,75,125,75,30,75,85
0540,Sewaddle,Bug Grass,5,310,45,53,70,40,60,42
0541,Swadloon,Bug Grass,5,380,55,63,90,50,80,42
0542,Leavanny,Bug Grass,5,500,75,103,80,70,80,92
0543,Venipede,Bug Poison,5,260,30,45,59,30,39,57
0544,Whirlipede,Bug Poison,5,360,40,55,99,40,79,47
0545,Scolipede,Bug Poison,5,485,60,100,89,55,69,112
0546,Cottonee,Grass Fairy,5,280,40,27,60,37,50,66
0547,Whimsicott,Grass Fairy,5,480,60,67,85,77,75,116
0548,Petilil,Grass,5,280,45,35,50,70,50,30
0549,Lilligant,Grass,5,480,70,60,75,110,75,90
0549,Lilligant Hisuian Lilligant,Grass Fighting,5,480,70,105,75,50,75,105
0550,Basculin Red-Striped Form,Water,5,460,70,92,65,80,55,98
0550,Basculin Blue-Striped Form,Water,5,460,70,92,65,80,55,98
0550,Basculin White-Striped Form,Water,5,460,70,92,65,80,55,98
0551,Sandile,Ground Dark,5,292,50,72,35,35,35,65
0552,Krokorok,Ground Dark,5,351,60,82,45,45,45,74
0553,Krookodile,Ground Dark,5,519,95,117,80,65,70,92
0554,Darumaka,Fire,5,315,70,90,45,15,45,50
0554,Darumaka Galarian Darumaka,Ice,5,315,70,90,45,15,45,50
0555,Darmanitan Standard Mode,Fire,5,480,105,140,55,30,55,95
0555,Darmanitan Zen Mode,Fire Psychic,5,540,105,30,105,140,105,55
0555,Darmanitan Galarian Standard Mode,Ice,5,480,105,140,55,30,55,95
0555,Darmanitan Galarian Zen Mode,Ice Fire,5,540,105,160,55,30,55,135
0556,Maractus,Grass,5,461,75,86,67,106,67,60
0557,Dwebble,Bug Rock,5,325,50,65,85,35,35,55
0558,Crustle,Bug Rock,5,485,70,105,125,65,75,45
0559,Scraggy,Dark Fighting,5,348,50,75,70,35,70,48
0560,Scrafty,Dark Fighting,5,488,65,90,115,45,115,58
0561,Sigilyph,Psychic Flying,5,490,72,58,80,103,80,97
0562,Yamask,Ghost,5,303,38,30,85,55,65,30
0562,Yamask Galarian Yamask,Ground Ghost,5,303,38,55,85,30,65,30
0563,Cofagrigus,Ghost,5,483,58,50,145,95,105,30
0564,Tirtouga,Water Rock,5,355,54,78,103,53,45,22
0565,Carracosta,Water Rock,5,495,74,108,133,83,65,32
0566,Archen,Rock Flying,5,401,55,112,45,74,45,70
0567,Archeops,Rock Flying,5,567,75,140,65,112,65,110
0568,Trubbish,Poison,5,329,50,50,62,40,62,65
0569,Garbodor,Poison,5,474,80,95,82,60,82,75
0570,Zorua,Dark,5,330,40,65,40,80,40,65
0570,Zorua Hisuian Zorua,Normal Ghost,5,330,35,60,40,85,40,70
0571,Zoroark,Dark,5,510,60,105,60,120,60,105
0571,Zoroark Hisuian Zoroark,Normal Ghost,5,510,55,100,60,125,60,110
0572,Minccino,Normal,5,300,55,50,40,40,40,75
0573,Cinccino,Normal,5,470,75,95,60,65,60,115
0574,Gothita,Psychic,5,290,45,30,50,55,65,45
0575,Gothorita,Psychic,5,390,60,45,70,75,85,55
0576,Gothitelle,Psychic,5,490,70,55,95,95,110,65
0577,Solosis,Psychic,5,290,45,30,40,105,50,20
0578,Duosion,Psychic,5,370,65,40,50,125,60,30
0579,Reuniclus,Psychic,5,490,110,65,75,125,85,30
0580,Ducklett,Water Flying,5,305,62,44,50,44,50,55
0581,Swanna,Water Flying,5,473,75,87,63,87,63,98
0582,Vanillite,Ice,5,305,36,50,50,65,60,44
0583,Vanillish,Ice,5,395,51,65,65,80,75,59
0584,Vanilluxe,Ice,5,535,71,95,85,110,95,79
0585,Deerling,Normal Grass,5,335,60,60,50,40,50,75
0586,Sawsbuck,Normal Grass,5,475,80,100,70,60,70,95
0587,Emolga,Electric Flying,5,428,55,75,60,75,60,103
0588,Karrablast,Bug,5,315,50,75,45,40,45,60
0589,Escavalier,Bug Steel,5,495,70,135,105,60,105,20
0590,Foongus,Grass Poison,5,294,69,55,45,55,55,15
0591,Amoonguss,Grass Poison,5,464,114,85,70,85,80,30
0592,Frillish,Water Ghost,5,335,55,40,50,65,85,40
0593,Jellicent,Water Ghost,5,480,100,60,70,85,105,60
0594,Alomomola,Water,5,470,165,75,80,40,45,65
0595,Joltik,Bug Electric,5,319,50,47,50,57,50,65
0596,Galvantula,Bug Electric,5,472,70,77,60,97,60,108
0597,Ferroseed,Grass Steel,5,305,44,50,91,24,86,10
0598,Ferrothorn,Grass Steel,5,489,74,94,131,54,116,20
0599,Klink,Steel,5,300,40,55,70,45,60,30
0600,Klang,Steel,5,440,60,80,95,70,85,50
0601,Klinklang,Steel,5,520,60,100,115,70,85,90
0602,Tynamo,Electric,5,275,35,55,40,45,40,60
0603,Eelektrik,Electric,5,405,65,85,70,75,70,40
0604,Eelektross,Electric,5,515,85,115,80,105,80,50
0605,Elgyem,Psychic,5,335,55,55,55,85,55,30
0606,Beheeyem,Psychic,5,485,75,75,75,125,95,40
0607,Litwick,Ghost Fire,5,275,50,30,55,65,55,20
0608,Lampent,Ghost Fire,5,370,60,40,60,95,60,55
0609,Chandelure,Ghost Fire,5,520,60,55,90,145,90,80
0610,Axew,Dragon,5,320,46,87,60,30,40,57
0611,Fraxure,Dragon,5,410,66,117,70,40,50,67
0612,Haxorus,Dragon,5,540,76,147,90,60,70,97
0613,Cubchoo,Ice,5,305,55,70,40,60,40,40
0614,Beartic,Ice,5,505,95,130,80,70,80,50
0615,Cryogonal,Ice,5,515,80,50,50,95,135,105
0616,Shelmet,Bug,5,305,50,40,85,40,65,25
0617,Accelgor,Bug,5,495,80,70,40,100,60,145
0618,Stunfisk,Ground Electric,5,471,109,66,84,81,99,32
0618,Stunfisk Galarian Stunfisk,Ground Steel,5,471,109,81,99,66,84,32
0619,Mienfoo,Fighting,5,350,45,85,50,55,50,65
0620,Mienshao,Fighting,5,510,65,125,60,95,60,105
0621,Druddigon,Dragon,5,485,77,120,90,60,90,48
0622,Golett,Ground Ghost,5,303,59,74,50,35,50,35
0623,Golurk,Ground Ghost,5,483,89,124,80,55,80,55
0624,Pawniard,Dark Steel,5,340,45,85,70,40,40,60
0625,Bisharp,Dark Steel,5,490,65,125,100,60,70,70
0626,Bouffalant,Normal,5,490,95,110,95,40,95,55
0627,Rufflet,Normal Flying,5,350,70,83,50,37,50,60
0628,Braviary,Normal Flying,5,510,100,123,75,57,75,80
0628,Braviary Hisuian Braviary,Psychic Flying,5,510,110,83,70,112,70,65
0629,Vullaby,Dark Flying,5,370,70,55,75,45,65,60
0630,Mandibuzz,Dark Flying,5,510,110,65,105,55,95,80
0631,Heatmor,Fire,5,484,85,97,66,105,66,65
0632,Durant,Bug Steel,5,484,58,109,112,48,48,109
0633,Deino,Dark Dragon,5,300,52,65,50,45,50,38
0634,Zweilous,Dark Dragon,5,420,72,85,70,65,70,58
0635,Hydreigon,Dark Dragon,5,600,92,105,90,125,90,98
0636,Larvesta,Bug Fire,5,360,55,85,55,50,55,60
0637,Volcarona,Bug Fire,5,550,85,60,65,135,105,100
0638,Cobalion,Steel Fighting,5,580,91,90,129,90,72,108
0639,Terrakion,Rock Fighting,5,580,91,129,90,72,90,108
0640,Virizion,Grass Fighting,5,580,91,90,72,90,129,108
0641,Tornadus Incarnate Forme,Flying,5,580,79,115,70,125,80,111
0641,Tornadus Therian Forme,Flying,5,580,79,100,80,110,90,121
0642,Thundurus Incarnate Forme,Electric Flying,5,580,79,115,70,125,80,111
0642,Thundurus Therian Forme,Electric Flying,5,580,79,105,70,145,80,101
0643,Reshiram,Dragon Fire,5,680,100,120,100,150,120,90
0644,Zekrom,Dragon Electric,5,680,100,150,120,120,100,90
0645,Landorus Incarnate Forme,Ground Flying,5,600,89,125,90,115,80,101
0645,Landorus Therian Forme,Ground Flying,5,600,89,145,90,105,80,91
0646,Kyurem,Dragon Ice,5,660,125,130,90,130,90,95
0646,Kyurem White Kyurem,Dragon Ice,5,700,125,120,90,170,100,95
0646,Kyurem Black Kyurem,Dragon Ice,5,700,125,170,100,120,90,95
0647,Keldeo Ordinary Form,Water Fighting,5,580,91,72,90,129,90,108
0647,Keldeo Resolute Form,Water Fighting,5,580,91,72,90,129,90,108
0648,Meloetta Aria Forme,Normal Psychic,5,600,100,77,77,128,128,90
0648,Meloetta Pirouette Forme,Normal Fighting,5,600,100,128,90,77,77,128
0649,Genesect,Bug Steel,5,600,71,120,95,120,95,99
0650,Chespin,Grass,6,313,56,61,65,48,45,38
0651,Quilladin,Grass,6,405,61,78,95,56,58,57
0652,Chesnaught,Grass Fighting,6,530,88,107,122,74,75,64
0653,Fennekin,Fire,6,307,40,45,40,62,60,60
0654,Braixen,Fire,6,409,59,59,58,90,70,73
0655,Delphox,Fire Psychic,6,534,75,69,72,114,100,104
0656,Froakie,Water,6,314,41,56,40,62,44,71
0657,Frogadier,Water,6,405,54,63,52,83,56,97
0658,Greninja,Water Dark,6,530,72,95,67,103,71,122
0658,Greninja Ash-Greninja,Water Dark,6,640,72,145,67,153,71,132
0659,Bunnelby,Normal,6,237,38,36,38,32,36,57
0660,Diggersby,Normal Ground,6,423,85,56,77,50,77,78
0661,Fletchling,Normal Flying,6,278,45,50,43,40,38,62
0662,Fletchinder,Fire Flying,6,382,62,73,55,56,52,84
0663,Talonflame,Fire Flying,6,499,78,81,71,74,69,126
0664,Scatterbug,Bug,6,200,38,35,40,27,25,35
0665,Spewpa,Bug,6,213,45,22,60,27,30,29
0666,Vivillon,Bug Flying,6,411,80,52,50,90,50,89
0667,Litleo,Fire Normal,6,369,62,50,58,73,54,72
0668,Pyroar,Fire Normal,6,507,86,68,72,109,66,106
0669,Flabébé,Fairy,6,303,44,38,39,61,79,42
0670,Floette,Fairy,6,371,54,45,47,75,98,52
0671,Florges,Fairy,6,552,78,65,68,112,154,75
0672,Skiddo,Grass,6,350,66,65,48,62,57,52
0673,Gogoat,Grass,6,531,123,100,62,97,81,68
0674,Pancham,Fighting,6,348,67,82,62,46,48,43
0675,Pangoro,Fighting Dark,6,495,95,124,78,69,71,58
0676,Furfrou,Normal,6,472,75,80,60,65,90,102
0677,Espurr,Psychic,6,355,62,48,54,63,60,68
0678,Meowstic Male,Psychic,6,466,74,48,76,83,81,104
0678,Meowstic Female,Psychic,6,466,74,48,76,83,81,104
0679,Honedge,Steel Ghost,6,325,45,80,100,35,37,28
0680,Doublade,Steel Ghost,6,448,59,110,150,45,49,35
0681,Aegislash Shield Forme,Steel Ghost,6,500,60,50,140,50,140,60
0681,Aegislash Blade Forme,Steel Ghost,6,500,60,140,50,140,50,60
0682,Spritzee,Fairy,6,341,78,52,60,63,65,23
0683,Aromatisse,Fairy,6,462,101,72,72,99,89,29
0684,Swirlix,Fairy,6,341,62,48,66,59,57,49
0685,Slurpuff,Fairy,6,480,82,80,86,85,75,72
0686,Inkay,Dark Psychic,6,288,53,54,53,37,46,45
0687,Malamar,Dark Psychic,6,482,86,92,88,68,75,73
0687,Malamar Mega Malamar,Dark Psychic,6,582,86,102,88,98,120,88
0688,Binacle,Rock Water,6,306,42,52,67,39,56,50
0689,Barbaracle,Rock Water,6,500,72,105,115,54,86,68
0690,Skrelp,Poison Water,6,320,50,60,60,60,60,30
0691,Dragalge,Poison Dragon,6,494,65,75,90,97,123,44
0692,Clauncher,Water,6,330,50,53,62,58,63,44
0693,Clawitzer,Water,6,500,71,73,88,120,89,59
0694,Helioptile,Electric Normal,6,289,44,38,33,61,43,70
0695,Heliolisk,Electric Normal,6,481,62,55,52,109,94,109
0696,Tyrunt,Rock Dragon,6,362,58,89,77,45,45,48
0697,Tyrantrum,Rock Dragon,6,521,82,121,119,69,59,71
0698,Amaura,Rock Ice,6,362,77,59,50,67,63,46
0699,Aurorus,Rock Ice,6,521,123,77,72,99,92,58
0700,Sylveon,Fairy,6,525,95,65,65,110,130,60
0701,Hawlucha,Fighting Flying,6,500,78,92,75,74,63,118
0701,Hawlucha Mega Hawlucha,Fighting Flying,6,600,78,137,100,74,93,118
0702,Dedenne,Electric Fairy,6,431,67,58,57,81,67,101
0703,Carbink,Rock Fairy,6,500,50,50,150,50,150,50
0704,Goomy,Dragon,6,300,45,50,35,55,75,40
0705,Sliggoo,Dragon,6,452,68,75,53,83,113,60
0705,Sliggoo Hisuian Sliggoo,Steel Dragon,6,452,58,75,83,83,113,40
0706,Goodra,Dragon,6,600,90,100,70,110,150,80
0706,Goodra Hisuian Goodra,Steel Dragon,6,600,80,100,100,110,150,60
0707,Klefki,Steel Fairy,6,470,57,80,91,80,87,75
0708,Phantump,Ghost Grass,6,309,43,70,48,50,60,38
0709,Trevenant,Ghost Grass,6,474,85,110,76,65,82,56
0710,Pumpkaboo Average Size,Ghost Grass,6,335,49,66,70,44,55,51
0710,Pumpkaboo Small Size,Ghost Grass,6,335,44,66,70,44,55,56
0710,Pumpkaboo Large Size,Ghost Grass,6,335,54,66,70,44,55,46
0710,Pumpkaboo Super Size,Ghost Grass,6,335,59,66,70,44,55,41
0711,Gourgeist Average Size,Ghost Grass,6,494,65,90,122,58,75,84
0711,Gourgeist Small Size,Ghost Grass,6,494,55,85,122,58,75,99
0711,Gourgeist Large Size,Ghost Grass,6,494,75,95,122,58,75,69
0711,Gourgeist Super Size,Ghost Grass,6,494,85,100,122,58,75,54
0712,Bergmite,Ice,6,304,55,69,85,32,35,28
0713,Avalugg,Ice,6,514,95,117,184,44,46,28
0713,Avalugg Hisuian Avalugg,Ice Rock,6,514,95,127,184,34,36,38
0714,Noibat,Flying Dragon,6,245,40,30,35,45,40,55
0715,Noivern,Flying Dragon,6,535,85,70,80,97,80,123
0716,Xerneas,Fairy,6,680,126,131,95,131,98,99
0717,Yveltal,Dark Flying,6,680,126,131,95,131,98,99
0718,Zygarde 50% Forme,Dragon Ground,6,600,108,100,121,81,95,95
0718,Zygarde 10% Forme,Dragon Ground,6,486,54,100,71,61,85,115
0718,Zygarde Complete Forme,Dragon Ground,6,708,216,100,121,91,95,85
